id,title,description,content,source,publishedAt,URL,imgURL,category
4,‘Vanderpump Rules’ Renewed For Season 12 By Bravo With All-New Cast - Deadline,"Bravo has renewed Vanderpump Rules for a 12th season, which will return with an all-new cast.","Bravo has renewed Vanderpump Rules for a 12th season, which will return with an all-new cast.
The network revealed today that season 12 will feature Lisa Vanderpump and a new group of “close-knit SU… [+1673 chars]",Deadline,2024-11-26 16:51:00,http://deadline.com/2024/11/vanderpump-rules-renewed-season-12-bravo-new-cast-1236187839/,https://deadline.com/wp-content/uploads/2024/04/vanderpump-rules.jpg?w=1024,E-Sports
6,Thank Goodness the ‘Holding Space’ Interviewer Doesn’t Get the Joke - Vulture,"Tracy E. Gilchrist, better known as the ‘holding space’ interviewer, doesn’t really get the joke and she doesn’t intend to make merch. These days, that’s a win for the culture.","On the ever-curdling internet, where misinformation reigns supreme and the general vibe is tragic, its important to enjoy things while you still can. Because, usually, the enjoyable gets annoying too… [+1670 chars]",Vulture,2024-11-26 16:23:23,http://www.vulture.com/article/wicked-holding-space-interview-journalist.html,https://pyxis.nymag.com/v1/imgs/9d2/065/c6776f3619f3866987a55af9a7a952d436-holdingspace.1x.rsocial.w1200.png,Entertainment
8,"Losing Weight With Ozempic Might Also Lighten Your Bar Tab, Study Finds - Gizmodo","A study of 14,000 WeightWatchers participants is the latest to suggest that Ozempic and similar obesity drugs could be adapted into treatments for substance use disorders.",Losing weight with Ozempic and similar drugs might have another unexpected benefit: a lighter bar tab. New research published today has found evidence that people taking these drugs often cut down th… [+5252 chars],Gizmodo.com,2024-11-26 16:00:57,https://gizmodo.com/losing-weight-with-ozempic-might-also-lighten-your-bar-tab-study-finds-2000530051,https://gizmodo.com/app/uploads/2024/11/GettyImages-124337728.jpg,Lifestyle
85,Apple says it uses Amazon's custom AI chips - CNBC,Apple is currently using Amazon Web Services' custom AI chips for services like searching and will evaluate if its latest AI chip can be used to pre-train its AI models like Apple Intelligence.,Apple is currently using Amazon Web Services' custom artificial intelligence chips for services like search and will evaluate if the company's latest AI chip can be used to pretrain its models like A… [+3175 chars],CNBC,2024-12-03 18:38:40,https://www.cnbc.com/2024/12/03/apple-says-it-uses-amazons-custom-ai-chips-.html,https://image.cnbcfm.com/api/v1/image/107344528-1701979654141-107344528-1701960145166-Jassy3.jpg?v=1701979662&w=1920&h=1080,Technology
99,‘Moana 2’ Moola Now At $400M+ Worldwide – Box Office - Deadline,"The global running cume for ''Moana 2'' stands at $400M+ through Dec. 3, 2024.","After six days of release worldwide, Disney’s record-breaking Moana 2stands at $404.5M, passing this year’s Kingdom of the Planet of the Apes ($397.4M) and Bad Boys: Ride or Die ($404.5M), already th… [+1387 chars]",Deadline,2024-12-03 17:44:00,http://deadline.com/2024/12/moana-2-worldwide-box-office-monday-1236192699/,https://deadline.com/wp-content/uploads/2024/12/MOANA2-ONLINE-USE-mono_fullcomp.0082_4K.jpeg?w=1024,Entertainment
11,The Only Known Natural Nuclear Reactor On Earth Is 2 Billion Years Old - IFLScience,"Long before humans had a go, nature created a nuclear reactor in Oklo, Gabon.","Long before humans began creating nuclear reactors to fulfill our ridiculous energy needs, back when the Earth was dominated by microbes, in fact, nature beat us to it and built the first nuclear rea… [+2555 chars]",IFLScience,2024-11-26 14:50:51,https://www.iflscience.com/the-only-known-natural-nuclear-reactor-on-earth-is-2-billion-years-old-76940,https://assets.iflscience.com/assets/articleNo/76940/aImg/80455/abandoned-uranium-mine-meta.png,Environment
1,SMCI Rally Fizzles. AI Stock Slides Again Ending Strong Run. - Investor's Business Daily,SMCI stock fell again Tuesday ending a strong rally that appeared to signal that the data center tech company was bouncing back.,"Shares of Super Micro Computer slipped again Tuesday ending a rally that appeared to signal a recovery from recent setbacks. SMCI stock rose sharply Monday extending a strong run for last week, but t… [+3145 chars]",Investor's Business Daily,2024-11-26 17:26:00,https://www.investors.com/news/technology/smci-stock-supermicro-super-micro-computer-rally/,https://www.investors.com/wp-content/uploads/2024/06/Stock-SuperMicroComputer-servers-01-company.jpg,Business
25,"The Best 50+ Black Friday Apple Deals on AirPods, iPads, MacBooks, and More - MacRumors","Black Friday 2024 is here, and as always this is the best time of the year to shop for great deals on just about everything. Right now, this includes...","Black Friday 2024 is here, and as always this is the best time of the year to shop for great deals on just about everything. Right now, this includes big savings on popular Apple products like AirPod… [+6038 chars]",MacRumors,2024-11-28 21:01:41,https://www.macrumors.com/2024/11/28/best-apple-black-friday-deals-2024/,https://images.macrumors.com/t/TBAx5R8KQFtW9IU90pmni1KwqgI=/2500x/article-new/2024/11/General-Black-Friday-Deals-24-Blue-Snowmen.jpg,Business
150,OpenAI’s 12 days of ‘shipmas’ include Sora and new reasoning model - The Verge,OpenAI is about to launch 12 days of AI announcements. Sources tell The Verge the announcements will include Sora and a new reasoning model.,"OpenAIs 12 days of shipmas include Sora and new reasoning model
OpenAIs 12 days of shipmas include Sora and new reasoning model
 / OpenAI is getting ready for a busy, festive period of AI announcem… [+1993 chars]",The Verge,2024-12-04 15:08:42,https://www.theverge.com/2024/12/4/24312352/openai-sora-o1-reasoning-12-days-shipmas,https://cdn.vox-cdn.com/thumbor/ZeFqdOYThd7HY8SESgL187x7Cts=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25636776/VST_0924_Site.jpg,Business
9,Alzheimer’s Drug Shrinks Brain Volume by Removing Amyloid Plaques - Neuroscience News,"Brain volume loss linked to new Alzheimer’s immunotherapies, such as lecanemab, is caused by the removal of amyloid plaques rather than neuronal damage.","Summary: Brain volume loss linked to new Alzheimers immunotherapies, such as lecanemab, is caused by the removal of amyloid plaques rather than neuronal damage. Researchers analyzed data from multipl… [+4018 chars]",Neurosciencenews.com,2024-11-26 15:18:46,https://neurosciencenews.com/alzheimers-drug-brain-shrikage-28137/,https://neurosciencenews.com/files/2024/11/alzheimer-brain-shrinkage-drug-neuroscience.jpg,E-Sports
16,This killer translucent keyboard kit is on sale for $95 - The Verge,"The wired Omnitype Bauer Lite is a barebones, 65 percent mechanical keyboard that comes in a bunch of great colors. And it’s on sale for Black Friday this week.","This killer translucent keyboard kit is on sale for $95
This killer translucent keyboard kit is on sale for $95
 / The Omnitype Bauer Lite is a 65 percent barebones mechanical keyboard that comes i… [+1835 chars]",The Verge,2024-11-26 18:00:00,https://www.theverge.com/2024/11/26/24303647/black-friday-mechanical-keyboard-deal-omnitype-bauer-lite-sale,https://cdn.vox-cdn.com/thumbor/OWnaL7_hLGOxjz6UqyB8922y2Qw=/0x0:2709x1800/1200x628/filters:focal(1355x900:1356x901)/cdn.vox-cdn.com/uploads/chorus_asset/file/25729630/247382_Apple_iMac_M4_NEdwards_0030.jpg,Technology
26,"Black Friday IS ON: See the best deals from Amazon, Walmart, Target, Kohl''s, Macy''s & more - WRAL News","The Black Friday sales at top retailers are LIVE NOW on Friday, Nov. 29 including excellent deals from Amazon, Walmart, Target, Kohl''s, JCPenney, Macy''s & more! Check out our list of top deals!","* This post contains affiliate links and we may earn a commission if you use them.
The Black Friday sales from top retailers are LIVE NOW on Friday, November 29 including Amazon, Walmart, Target, Ko… [+20297 chars]",WRAL.com,2024-11-29 19:59:53,https://www.wral.com/story/black-friday-is-on-see-the-best-deals-from-amazon-walmart-target-kohls-macys-more/21738730/,https://images.wral.com/asset/5oys/smartshopper/2022/11/05/20558279/wicked-monday-jxhM5Ni46zw-unsplash-DMID1-654py14bj-640x480.jpg,Business
17,BioWare veteran’s studio shuts down before releasing a game - The Verge,"BioWare veteran Casey Hudson has announced that Humanoid Origin, the studio he founded in 2021, has shut down.","BioWare veterans studio shuts down before releasing a game
BioWare veterans studio shuts down before releasing a game
 / Humanoid Origin was founded by Casey Hudson in 2021 and was working on a cha… [+1755 chars]",The Verge,2024-11-26 17:05:52,https://www.theverge.com/2024/11/26/24306508/bioware-casey-hudson-humanoid-origin-shut-down,https://cdn.vox-cdn.com/thumbor/0d9-ajdCygfAo7L9FOUYgM6kdJE=/0x0:2560x1048/1200x628/filters:focal(1280x524:1281x525)/cdn.vox-cdn.com/uploads/chorus_asset/file/25759111/Art_3.jpg,E-Sports
19,Sony’s Pursuit of Anime Publisher Holds More Opportunity Than Risk - Bloomberg,Sony Group Corp. is flirting with one of the biggest takeovers in the history of Japan’s storied entertainment sector. But first...,"Sony Group Corp. is flirting with one of the biggest takeovers in the history of Japans storied entertainment sector. But first...
Three things you need to know today:",Bloomberg,2024-11-26 15:49:00,https://www.bloomberg.com/news/newsletters/2024-11-26/sony-s-pursuit-of-kadokawa-anime-looks-like-a-great-takeover-idea,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iDGdEzwDW4iQ/v1/1200x801.jpg,Entertainment
15,College basketball rankings: Penny Hardaway guides Memphis into Top 25 And 1 after upsetting UConn in Maui - CBS Sports,The Tigers are undefeated after what Hardaway called the biggest victory of his coaching career,"Penny Hardaway gathered his players early Monday before they took the court against the back-to-back champs in the opening game of the Maui Invitational, and in a plain white T-shirt and blue Memphis… [+4486 chars]",CBS Sports,2024-11-26 17:34:00,https://www.cbssports.com/college-basketball/news/college-basketball-rankings-penny-hardaway-guides-memphis-into-top-25-and-1-after-upsetting-uconn-in-maui/,https://sportshub.cbsistatic.com/i/r/2024/11/26/85e9d377-4bfe-4d0a-a799-009a7af3c01c/thumbnail/1200x675/23fc98255106c4e1280d44e7b8508427/top25and1-memphis.jpg,Sports
86,James Webb Space Telescope smashes its own record to find the earliest galaxies that ever existed - Livescience.com,"The James Webb Space Telescope has spotted five galaxy candidates dating to just 200 million years after the Big Bang, making them the earliest ever detected. And there could be many more.","The James Webb Space Telescope
 (JWST) has discovered a handful of possible galaxies that could be among the earliest to ever exist.
Located 13.6 billion light-years away and just 200 million years… [+3940 chars]",Live Science,2024-12-03 17:46:27,https://www.livescience.com/space/cosmology/james-webb-space-telescope-smashes-its-own-record-to-find-the-earliest-galaxies-that-ever-existed,https://cdn.mos.cms.futurecdn.net/34wcZeVfJYcNzX2AQXKdXZ-1200-80.jpg,Science
100,Mike Tomlin on George Pickens: I'm not giving you details about what goes on behind the scenes - NBC Sports,"Following Sunday’s win over the Bengals, Steelers head coach Mike Tomlin said George Pickens has “just got to grow up, man,” after the third-year receiver committed a pair of personal fouls.","Following Sundays win over the Bengals, Steelers head coach Mike Tomlin said George Pickens has just got to grow up, man, after the third-year receiver committed a pair of personal fouls.
Pickens wa… [+1326 chars]",NBCSports.com,2024-12-03 19:14:34,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/mike-tomlin-on-george-pickens-im-not-giving-you-details-about-what-goes-on-behind-the-scenes,https://nbcsports.brightspotcdn.com/dims4/default/624e51a/2147483647/strip/true/crop/5504x3096+0+0/resize/1440x810!/quality/90/?url=https%3A%2F%2Fnbc-sports-production-nbc-sports.s3.us-east-1.amazonaws.com%2Fbrightspot%2Fea%2F78%2Fc5774b9b49d1985da053e27db1d9%2Fhttps-api-imagn.com%2Frest%2Fdownload%2FimageID%3D24886934,E-Sports
74,NBC Washington anchor Leon Harris stepping away to focus on health - The Washington Post,The longtime anchor struggled through a news broadcast on Thanksgiving.,"After struggling through an evening news broadcast last week, NBC4 newscaster Leon Harris will be stepping away from the anchor desk to focus on health issues, the Washington D.C.station said in a st… [+1738 chars]",The Washington Post,2024-12-03 06:03:45,https://www.washingtonpost.com/style/media/2024/12/02/leon-harris-nbc-washington/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/A54T7D4FDFRJJAJBCSFPLYBAKA.jpg&w=1440,Politics
87,CDC issues major update about McDonald’s E. coli outbreak - New York Post ,"The bacteria strain linked to the outbreak killed one and infected 104 people across 14 states, according to the CDC.","A lethal E. coli outbreak linked to slivered onions served on McDonalds Quarter Pounder burgers has ended, the Centers for Disease Control and Prevention said on Tuesday.
The bacteria strain linked … [+3872 chars]",New York Post,2024-12-03 17:59:00,https://nypost.com/2024/12/03/business/cdc-issues-major-update-about-mcdonalds-e-coli-outbreak/,https://nypost.com/wp-content/uploads/sites/2/2024/12/2024-flatbush-neighborhood-brooklyn-borough-94680165.jpg?quality=75&strip=all&w=1024,E-Sports
42,Your Chaotic Sleep Schedule Might Be Hurting Your Heart - Gizmodo,New research suggests that sleeping and waking up at the same time each night is important to maintaining your cardiovascular health.,"When it comes to getting a healthy night’s sleep, it’s not just the hours that matter. New research released this week suggests that having a chaotic, inconsistent sleep pattern can raise your risk o… [+3872 chars]",Gizmodo.com,2024-12-01 12:55:10,https://gizmodo.com/your-chaotic-sleep-schedule-might-be-hurting-your-heart-2000530897,https://gizmodo.com/app/uploads/2024/11/alarm-clock.jpg,Lifestyle
53,T Walker Little agrees to three-year extension with Jaguars - NBC Sports,The Jaguars took care of a little business ahead of Sunday's game against the Texans.,"The Jaguars took care of a little business ahead of Sundays game against the Texans. 
According to multiple reports, the team has agreed on a three-year contract extension with left tackle Walker Li… [+462 chars]",NBCSports.com,2024-12-01 14:48:38,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/t-walker-little-agrees-to-three-year-extension-with-jaguars,https://nbcsports.brightspotcdn.com/dims4/default/2eae801/2147483647/strip/true/crop/3500x1969+0+0/resize/1440x810!/quality/90/?url=https%3A%2F%2Fnbc-sports-production-nbc-sports.s3.us-east-1.amazonaws.com%2Fbrightspot%2F50%2F8b%2F965c470e4d0fb8b267091b5e2986%2Fhttps-delivery-gettyimages.com%2Fdownloads%2F2184233585,Business
67,Olympian Ilona Maher Makes Major Career Change After 'DWTS' - Yahoo Entertainment,The social media darling’s big move was applauded by fans and famous friends alike.,"Its only been a few days since she took home second place on Dancing With the Stars, and a few months since she brought home a bronze medal from the Paris Olympic games for rugby, but Ilona Maher is … [+2010 chars]",Parade,2024-12-03 02:21:00,https://parade.com/news/olympian-ilona-maher-makes-major-career-change-after-dwts-video-bristol-bears-england,https://media.zenfs.com/en/parade_250/fe9f1cadf989275660c6e683ecda3927,E-Sports
75,PlayStation Portal 30th Anniversary Edition Restocked On Cyber Monday - GameSpot,A chance to grab one of the few 30th Anniversary PlayStation devices still available online.,"The 30th Anniversary PlayStation consoles and accessories were restocked at various retailers today for Cyber Monday. While most of these restocks sold out immediately, the 30th Anniversary PlayStati… [+2132 chars]",GameSpot,2024-12-03 00:00:19,https://www.gamespot.com/articles/playstation-portal-30th-anniversary-edition-restocked-on-cyber-monday/1100-6528185/,https://www.gamespot.com/a/uploads/screen_kubrick/1701/17013431/4408445-psportal.jpg,Technology
82,I'm a pro astronomer — here are my favorite telescope deals - Space.com,"I''ve tried and tested many telescopes over the years to ensure you''re choosing the right kit for you. These five steals offer superb views of planets, galaxies, nebulas and stars.","Spending over 25 years observing the night sky, I have come to appreciate what makes a great telescope — from the build quality and accessories on offer, to the optical performance and portability.
… [+1694 chars]",Space.com,2024-12-02 20:30:34,https://www.space.com/stargazing/astronomy-kit/im-a-pro-astronomer-and-have-been-skywatching-for-over-25-years-these-are-the-best-black-friday-telescope-deals-ive-seen-so-far,https://cdn.mos.cms.futurecdn.net/5oY5GZK7PyZumvhydSivoe-1200-80.jpg,Science
113,"Police recover a stolen van with 2,500 pies after a chef''s appeal, but they are too damaged to eat - The Associated Press","A British chef’s appeal for thieves to return 2,500 pies that were in a stolen van has ended in disappointment. Tommy Banks had urged the thieves who stole his van not to waste the cargo of steak and ale, turkey and butternut squash pies. Banks implored the t…","LONDON (AP) A British chefs appeal for thieves to return 2,500 pies that were in a stolen van ended in disappointment Tuesday when police found the vehicle abandoned, with its savory cargo too damage… [+1501 chars]",Associated Press,2024-12-03 17:21:00,https://apnews.com/article/uk-chef-pies-stolen-christmas-appeal-009d0db2c524ac4fc7b3df45c5fac79a,https://dims.apnews.com/dims4/default/1cec608/2147483647/strip/true/crop/4480x2520+0+980/resize/1440x810!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F4e%2F51%2F3fd694f183f3955cb7841b2eacce%2Fa67f27e020db4072a9eca19334dab201,Business
21,"Best Black Friday gaming PC deals 2024: Live sales on prebuilt PCs, GPUs, monitors, and more - ZDNet","Black Friday PC deals are live! Whether you''re looking for a prebuilt PC or want to build your own customized rig, holiday discounts from top gaming brands like Alienware and HP are out now.","Black Friday is just hours away, which means it''s the perfect time to save big on gaming PCs, laptops, and accessories. Retailers like Amazon, Best Buy, and Walmart are running Black Friday discounts… [+12431 chars]",ZDNet,2024-11-29 03:19:00,https://www.zdnet.com/article/best-black-friday-gaming-pc-deals-11-28-2024/,https://www.zdnet.com/a/img/resize/b5e0c25bf012a55d9504414e11d17508ab43d576/2024/02/12/6bfcbb43-9c8a-47b8-82ab-80e6c03cd6c5/img-7450.jpg?auto=webp&fit=crop&height=675&width=1200,Business
45,Taylor Swift spends Black Friday amid sea of red as boyfriend Travis Kelce's Chiefs face the Raiders - The Associated Press,"Pop superstar Taylor Swift is spending Black Friday amid a sea of red to watch her boyfriend, Travis Kelce, and the rest of the Kansas City Chiefs as they play the Las Vegas Raiders in a chilly matinee at Arrowhead Stadium. Swift has the Thanksgiving weekend …","KANSAS CITY, Mo. (AP) Pop superstar Taylor Swift was spending Black Friday amid a sea of red to watch her boyfriend, Travis Kelce, and the rest of the Kansas City Chiefs as they played the Las Vegas … [+1919 chars]",Associated Press,2024-11-29 19:27:00,https://apnews.com/article/kansas-city-chiefs-taylor-swift-fddec325d579f90e83cb80a218bb1452,https://dims.apnews.com/dims4/default/6e1a15f/2147483647/strip/true/crop/2041x1148+0+702/resize/1440x810!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2Fed%2F6f%2Fa9e2ef745a9607c4037c4fb85e01%2F9e853aa982ed49b892dd7c50d4169293,E-Sports
24,20 Nintendo Switch Games You Can Get for $30 or Less Right Now (Including Tears of the Kingdom) - IGN,Gamers can grab some of Nintendo's top-selling games for less than $30 this Black Friday season.,"This years lineup of game discounts is one of the best I''ve seen, featuring major price cuts to popular Switch titles that typically cost upwards of $50 at any other time of the year (looking at you,… [+3133 chars]",IGN,2024-11-28 21:37:04,https://www.ign.com/articles/best-nintendo-switch-games-under-30-black-friday-2024,https://assets-prd.ignimgs.com/2024/11/28/blackfriday2024-nintendogames-top20-1732756498046.jpg?width=1280,E-Sports
22,"Samsung Is in Chaos Mode, The Galaxy Z Fold6 Is Now 80% Off on Its Official Website - Gizmodo",This deal on the Galaxy Z Fold 6 is available nowhere else but on Samsung's website.,"In the world of foldable smartphones, Samsung has long been the leader on the market. While some brands have ventured into this territory (Google, Oppo), none have matched Samsung’s commitment to exc… [+3303 chars]",Gizmodo.com,2024-11-29 00:30:37,https://gizmodo.com/samsung-is-in-chaos-mode-the-galaxy-z-fold6-is-now-80-off-on-its-official-website-2000531262,https://gizmodo.com/app/uploads/2024/09/galaxy-zfold6.jpg,Technology
23,Galaxy S25 and S25+ getting big Wi-Fi upgrade - SamMobile - Samsung news,"The Galaxy S25, Galaxy S25+, and Galaxy S25 Ultra recently passed through the Federal Communications Commission (FCC) in the US, ...","The Galaxy S25, Galaxy S25+, and Galaxy S25 Ultra recently passed through the Federal Communications Commission (FCC) in the US, revealing the features they will offer on the connectivity front. Nota… [+1030 chars]",SamMobile,2024-11-28 23:30:00,https://www.sammobile.com/news/galaxy-s25-wi-fi-7-support-all-models/,https://www.sammobile.com/wp-content/uploads/2024/02/Galaxy-S24-review-SamMobile-720x404.jpg,Technology
88,Tiny asteroid detected hours before hitting Earth to become 4th 'imminent impactor' of 2024 - Space.com,The asteroid should create a harmless fireball over Siberia.,"A tiny asteroid was detected on a collision course with Earth today (Dec. 3) and is expected to burn up in Earth''s atmosphere.
The asteroid measures around 27 inches (70 centimeters) wide and was de… [+2545 chars]",Space.com,2024-12-03 16:40:26,https://www.space.com/the-universe/asteroids/tiny-asteroid-detected-hours-before-hitting-earth-to-become-4th-imminent-impactor-of-2024,https://cdn.mos.cms.futurecdn.net/YtZqGNFw4oAskbXmBL36Nh-1200-80.jpg,Science
114,Here we go: The Verge now has a subscription - The Verge,"A lot of our site will remain free, but you can now pay to get fewer ads and unlimited access to all of our work.","Here we go: The Verge now has a subscription
Here we go: The Verge now has a subscription
 / A lot of our site will remain free, but you can now pay to get fewer ads and unlimited access to all of … [+6091 chars]",The Verge,2024-12-03 16:30:04,https://www.theverge.com/2024/12/3/24306571/verge-subscription-launch-fewer-ads-unlimited-access-full-text-rss,https://cdn.vox-cdn.com/thumbor/ZXQrODJ47xlT-pd0EZ62K4KDl1I=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25768436/VERGE_PREMIUM_CHORUS_LEDE_2040x1360_1.jpg,Lifestyle
2,"Drake Files Second Action Against UMG, Alleging Defamation Over Kendrick Lamar’s ‘False’ Song - Billboard","Drake has launched a second legal action against Universal Music Group over Kendrick Lamar’s “Not Like Us,” accusing the music giant of defamation.","Drake has launched a second bombshell legal action against Universal Music Group over Kendrick Lamar’s “Not Like Us,” accusing the music giant of defamation and claiming it could have halted the rele… [+3598 chars]",Billboard,2024-11-26 17:08:02,http://www.billboard.com/pro/drake-second-legal-action-umg-iheart-pay-for-play-defamation/,https://www.billboard.com/wp-content/uploads/2024/11/drake-2022-atlanta-live-a-billboard-pro-1260_be72dc.jpg?w=1024,Entertainment
34,"Michael Fassbender’s New Spy Show Is Smart, Fast, and Star-Studded. Unfortunately, I’ve Seen the Better Version. - Slate","There’s a nearly fatal flaw in The Agency, the American remake of Le Bureau des Légendes.","The Agency, Im sad to say, is missing that je ne sais quoi of Le Bureau des Légendes.
If only Id encountered Showtimes new spy thrillerhaving never seen its source material, the mid-2010s French dra… [+5462 chars]",Slate Magazine,2024-11-29 17:00:00,https://slate.com/culture/2024/11/the-agency-tv-show-paramount-showtime-le-bureau-des-legendes-michael-fassbender.html,https://compote.slate.com/images/7f89db3f-e81c-438a-8945-d9487ae7547d.jpeg?crop=1560%2C1040%2Cx0%2Cy0&width=1560,Technology
5,"Jim Abrahams, ‘Airplane!,’ ‘Naked Gun’ and ‘Hot Shots!’ Master of Mirth, Dies at 80 - Hollywood Reporter","He and boyhood friends Jerry and David Zucker got their start with ''The Kentucky Fried Movie,'' and they also were behind ''Top Secret!'' and ''Ruthless People.''","Jim Abrahams, the writer-director who with brothers Jerry and David Zucker turned the comedy genre on its ear with such zany efforts as Airplane!, Police Squad! and The Naked Gun films, died Tuesday.… [+9687 chars]",Hollywood Reporter,2024-11-26 16:25:07,http://www.hollywoodreporter.com/movies/movie-news/jim-abrahams-dead-airplane-naked-gun-hot-shots-1236071689/,https://www.hollywoodreporter.com/wp-content/uploads/2024/11/Jim-Abrahams-Obit-Template-Headsshot-Getty-H-2024.jpg?w=1296&h=730&crop=1,Entertainment
7,Super Bowl Pregame Performers Announced For 2025 Contest In New Orleans - Deadline,"Jon Batiste, Trombone Shorty, Lauren Daigle and Ledisi will provide pregame entertainment at the 2025 Super Bowl.","The NFL today continued to build out its offering around Super Bowl LIX, announcing that Jon Batiste, Trombone Shorty, Lauren Daigle and Ledisi will provide pregame entertainment.
The game will take… [+1234 chars]",Deadline,2024-11-28 23:33:00,http://deadline.com/2024/11/super-bowl-pregame-performers-2025-1236189697/,https://deadline.com/wp-content/uploads/2022/04/JON-BATISTE.jpg?w=1000,Sports
13,Ancient Lava Tubes Reveal Hidden Clues to Life Beyond Earth - SciTechDaily,"Lava tubes on Earth have been studied for signs of ancient microbial life, providing a model for searching for life in similar structures on Mars. A comprehensive study of lava tubes—caves formed by cooling lava after volcanic eruptions—has shed light on how …","Massive accumulations of gypsum and other sulfates in the La Corona lava tube system in Lanzarote, Spain. Credit: Bogdan Onac
Lava tubes on Earth have been studied for signs of ancient microbial lif… [+3600 chars]",SciTechDaily,2024-11-26 14:03:04,https://scitechdaily.com/ancient-lava-tubes-reveal-hidden-clues-to-life-beyond-earth/,https://scitechdaily.com/images/Accumulations-of-Gypsum-in-La-Corona-Lava-Tube-System-scaled.jpg,Environment
